time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2014-05-12T16:27:26.430Z,-29.566,-71.7309,30.78,4.5,mb,,119,1.01,0.85,us,usc000r931,2014-08-06T00:55:33.000Z,"57 km NW of Coquimbo, Chile",earthquake,,4.8,0.542,2,reviewed,us,us
2014-03-14T12:22:34.000Z,-32.077,-71.549,72.4,4.6,mb,,,,0.83,us,usc000nb7x,2022-07-26T09:32:21.127Z,"51 km NW of La Ligua, Chile",earthquake,,4.6,0.067,81,reviewed,guc,us
2014-03-09T15:48:43.000Z,-32.243,-71.587,25.4,4.5,mwr,,,,0.76,us,usc000n5y6,2014-05-15T02:23:56.000Z,"40 km NW of La Ligua, Chile",earthquake,,3.6,0.078,16,reviewed,guc,us
2014-02-17T00:34:34.000Z,-31.712,-71.802,32.4,5.1,mb,,,,0.71,us,usc000mrq6,2022-07-26T07:21:19.889Z,"60 km W of Illapel, Chile",earthquake,,3.2,0.034,303,reviewed,guc,us
2014-01-30T10:02:14.000Z,-32.118,-71.786,25.7,4.5,mwr,,,,1.1,us,usc000mdi2,2022-07-26T06:24:43.068Z,"64 km NW of La Ligua, Chile",earthquake,,1.7,0.098,10,reviewed,guc,us
2014-01-01T23:42:15.000Z,-29.888,-71.621,40,4,ml,,,,3.09,us,usc000mnnn,2014-03-07T00:25:54.000Z,"28 km WNW of Coquimbo, Chile",earthquake,,10.1,,,reviewed,guc,guc
2013-12-27T18:52:13.170Z,-32.089,-71.8492,17.29,4.8,mb,,115,1.13,1.05,us,usc000lsuy,2022-07-26T04:06:02.102Z,"70 km NW of La Ligua, Chile",earthquake,,3,0.111,,reviewed,us,us
2013-12-26T08:12:35.560Z,-30.5631,-71.8188,37.14,4.2,mb,,153,0.963,1.19,us,usc000lypj,2014-02-28T08:44:08.000Z,"59 km W of Ovalle, Chile",earthquake,,9.9,0.304,,reviewed,us,us
2013-12-18T23:51:49.000Z,-30.143,-71.991,57.5,4.1,ml,,,,2.87,us,usc000lnwm,2014-02-27T21:37:22.000Z,"66 km WSW of Coquimbo, Chile",earthquake,,6.8,,,reviewed,guc,guc
2013-12-15T08:01:01.000Z,-30.771,-71.39,35.4,4.7,mb,,,,0.98,us,usc000lkzn,2014-02-21T23:00:55.000Z,"26 km SW of Ovalle, Chile",earthquake,,4.4,0.081,,reviewed,guc,us
2013-12-06T21:00:42.000Z,-30.515,-71.982,2.4,4.6,mb,,,,1.16,us,usc000lhfq,2014-02-15T01:32:11.000Z,"75 km W of Ovalle, Chile",earthquake,,4.3,0.245,,reviewed,guc,us
2013-12-06T03:19:23.000Z,-32.224,-71.886,34.8,4.6,mb,,,,1.27,us,usb000lcf7,2022-07-26T02:57:32.977Z,"66 km WNW of La Ligua, Chile",earthquake,,3.7,0.151,,reviewed,guc,us
2013-11-21T08:28:54.000Z,-31.485,-71.893,26.8,4.3,mb,,,,1.43,us,usb000l78q,2014-02-11T02:18:53.000Z,"70 km WNW of Illapel, Chile",earthquake,,4.7,0.216,,reviewed,guc,us
2013-11-01T02:45:59.000Z,-30.333,-71.428,50.2,4.6,mb,,,,1.05,us,usb000kyec,2014-01-10T10:03:40.000Z,"36 km NW of Ovalle, Chile",earthquake,,5.8,0.548,,reviewed,guc,us
2013-10-31T23:03:59.720Z,-30.2921,-71.5215,27,6.6,mww,,31,0.636,1.28,us,usb000kqnc,2022-08-08T19:35:49.254Z,"41 km SSW of Coquimbo, Chile",earthquake,,1.7,,,reviewed,us,us
2013-10-29T03:40:49.000Z,-30.705,-71.279,46.9,4.7,mb,,,,0.76,us,usc000kqeu,2014-01-10T10:03:34.000Z,"13 km SSW of Ovalle, Chile",earthquake,,5.4,0.093,,reviewed,guc,us
